epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,125.44,0.51313,0.41697,0.87328,0.96342,0.87342,0.94084,0.78186,0.74771,0.46897,1.11252,9.88435e-05,9.88435e-05,9.88435e-05
35,129.074,0.53193,0.70403,0.88867,0.95254,0.87402,0.94142,0.78749,0.73365,0.47138,1.11693,9.5263e-05,9.5263e-05,9.5263e-05
36,132.681,0.56055,0.59173,0.91363,0.84578,0.92651,0.94347,0.78873,0.73634,0.47808,1.11829,9.16825e-05,9.16825e-05,9.16825e-05
37,136.283,0.5217,0.44686,0.88598,0.84006,0.92602,0.92926,0.77478,0.73988,0.47762,1.10912,8.8102e-05,8.8102e-05,8.8102e-05
38,139.886,0.49812,0.41197,0.88526,0.90761,0.92211,0.9397,0.77925,0.74423,0.45127,1.11298,8.45215e-05,8.45215e-05,8.45215e-05
39,143.532,0.52194,0.49776,0.89213,0.94878,0.9104,0.93942,0.77821,0.7385,0.4504,1.11231,8.0941e-05,8.0941e-05,8.0941e-05
40,147.176,0.52958,0.43634,0.88342,0.94009,0.91088,0.93889,0.77903,0.74871,0.46378,1.11803,7.73605e-05,7.73605e-05,7.73605e-05
41,150.887,0.49346,0.42286,0.87761,0.96023,0.8788,0.93677,0.78075,0.7502,0.46978,1.1155,7.378e-05,7.378e-05,7.378e-05
42,154.565,0.50899,0.4412,0.88763,0.95926,0.87634,0.93925,0.78265,0.74034,0.46638,1.11781,7.01995e-05,7.01995e-05,7.01995e-05
43,158.231,0.49771,0.43349,0.87534,0.9603,0.87155,0.94362,0.7824,0.74675,0.47268,1.13424,6.6619e-05,6.6619e-05,6.6619e-05
44,161.9,0.49055,0.43145,0.86129,0.9085,0.92135,0.94152,0.78129,0.74349,0.48789,1.13527,6.30385e-05,6.30385e-05,6.30385e-05
45,165.545,0.5071,0.43409,0.88415,0.91029,0.91568,0.94156,0.78999,0.7293,0.49378,1.11949,5.9458e-05,5.9458e-05,5.9458e-05
46,169.136,0.48216,0.40402,0.87281,0.88335,0.91725,0.93834,0.7906,0.7244,0.49289,1.11764,5.58775e-05,5.58775e-05,5.58775e-05
47,172.724,0.48351,0.41396,0.87054,0.84791,0.92068,0.93696,0.79285,0.71876,0.47923,1.10483,5.2297e-05,5.2297e-05,5.2297e-05
48,176.319,0.5063,0.38581,0.8765,0.83539,0.92441,0.9385,0.78631,0.72044,0.47622,1.11005,4.87165e-05,4.87165e-05,4.87165e-05
49,179.916,0.46514,0.38659,0.85639,0.84811,0.92559,0.94375,0.78891,0.73181,0.47814,1.12485,4.5136e-05,4.5136e-05,4.5136e-05
50,183.504,0.47661,0.40161,0.86378,0.89082,0.91826,0.94336,0.78395,0.73407,0.47929,1.12179,4.15555e-05,4.15555e-05,4.15555e-05
51,199.925,0.45283,0.31299,0.86196,0.93434,0.91271,0.94603,0.78842,0.73145,0.46082,1.11427,3.7975e-05,3.7975e-05,3.7975e-05
52,203.572,0.4539,0.32249,0.85923,0.92897,0.91482,0.94542,0.78855,0.73087,0.45339,1.11758,3.43945e-05,3.43945e-05,3.43945e-05
53,207.136,0.44072,0.30796,0.84707,0.8836,0.92089,0.94617,0.78927,0.73032,0.45263,1.12412,3.0814e-05,3.0814e-05,3.0814e-05
54,210.711,0.45531,0.30031,0.85865,0.87689,0.91778,0.9471,0.79243,0.73035,0.44722,1.12092,2.72335e-05,2.72335e-05,2.72335e-05
55,214.307,0.46284,0.32406,0.87059,0.94281,0.87175,0.94652,0.79136,0.73361,0.44795,1.12242,2.3653e-05,2.3653e-05,2.3653e-05
56,217.902,0.44571,0.34443,0.8528,0.93681,0.87494,0.94424,0.79235,0.73339,0.45171,1.1277,2.00725e-05,2.00725e-05,2.00725e-05
57,221.573,0.42044,0.27863,0.84367,0.93962,0.87404,0.945,0.79169,0.73809,0.45579,1.13114,1.6492e-05,1.6492e-05,1.6492e-05
58,225.257,0.45411,0.30455,0.86433,0.94542,0.87282,0.94551,0.79084,0.73595,0.44774,1.12674,1.29115e-05,1.29115e-05,1.29115e-05
59,228.93,0.44794,0.30417,0.85528,0.94736,0.87425,0.94568,0.79391,0.73571,0.4426,1.12519,9.331e-06,9.331e-06,9.331e-06
60,232.62,0.43493,0.29137,0.85218,0.94916,0.87484,0.94851,0.79563,0.73439,0.43858,1.12455,5.7505e-06,5.7505e-06,5.7505e-06
