epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,92.9055,0.68793,0.81918,0.94182,0.85539,0.70176,0.76885,0.69049,0.55526,0.9854,0.95951,4.07895e-05,4.07895e-05,4.07895e-05
51,107.468,0.67363,0.73004,0.94082,0.85175,0.71485,0.76753,0.68906,0.55819,0.98162,0.96099,3.7275e-05,3.7275e-05,3.7275e-05
52,109.218,0.64377,0.68818,0.92655,0.86615,0.70026,0.7646,0.68181,0.55555,0.97829,0.95728,3.37605e-05,3.37605e-05,3.37605e-05
53,110.944,0.66214,0.70923,0.93763,0.87131,0.70225,0.76717,0.6857,0.55398,0.97937,0.9541,3.0246e-05,3.0246e-05,3.0246e-05
54,112.68,0.6553,0.67553,0.93601,0.87783,0.69175,0.77037,0.69002,0.55371,0.96193,0.95094,2.67315e-05,2.67315e-05,2.67315e-05
55,114.435,0.63925,0.65573,0.92469,0.85519,0.69939,0.76918,0.68689,0.55595,0.96736,0.95379,2.3217e-05,2.3217e-05,2.3217e-05
56,116.168,0.64867,0.66964,0.93105,0.84379,0.70288,0.77149,0.68884,0.55665,0.95943,0.95408,1.97025e-05,1.97025e-05,1.97025e-05
57,117.986,0.64431,0.662,0.93727,0.85856,0.69544,0.77384,0.69462,0.55351,0.95011,0.95206,1.6188e-05,1.6188e-05,1.6188e-05
58,119.718,0.64114,0.66514,0.932,0.86253,0.69623,0.77835,0.70002,0.55303,0.94086,0.95157,1.26735e-05,1.26735e-05,1.26735e-05
59,121.499,0.63549,0.63893,0.92003,0.85449,0.71456,0.79288,0.71462,0.55411,0.93838,0.95215,9.159e-06,9.159e-06,9.159e-06
60,123.27,0.63316,0.62722,0.91171,0.86189,0.70844,0.79378,0.71481,0.55313,0.93421,0.95199,5.6445e-06,5.6445e-06,5.6445e-06
